ENTITY_BKEY,ENTITY_NAME,ENTITY_COUNTRY,LEGAL_FORM,ENTITY_STATUS,REGISTRATION_AUTHORITY,ENTITY_CURRENCY,TRN,TIN,TAX_RESIDENCE,TIN_REGISTRATION_DATE,TIN_2,TAX_RESIDENCE_2,TIN_REGISTRATION_DATE_2,TIN_3,TAX_RESIDENCE_3,TIN_REGISTRATION_DATE_3,SERVICE_OFFICE,SCOPE_ADMIN_SERVICES,FORMATION_DATE,VAT_GST_CODE,VAT_GST_COUNTRY,VAT_GST_CODE_2,VAT_GST_COUNTRY_2,VAT_GST_CODE_3,VAT_GST_COUNTRY_3,ACCOUNTING_SYSTEM,_MODIFIED
BEZAN3,Bezant (HK) Limited,HK,Limited Liability Company,Active,Companies Registry,USD,75766960,75766960,HK,29/09/2023,,,,,,,VISTRA,Co-Sec,29/09/2023,,,,,,,,2025-05-06 00:13:51.000 Z
11946287,"Acorn Co-investment, L.P.2",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,124591,,,,,,,,,,VISTRA,Fund Administration,13/10/2023,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11954237,"CAMPAN VIII AIV, LP",SG,Limited Partnership,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,T23L0145E,T23LP0145E,SG,08/11/2023,,,,,,,VISTRA,Fund Administration,08/11/2023,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
PLENIT,Plenitude (HK) Limited,HK,Limited Liability Company,Active,Companies Registry,USD,75944592,75944592,HK,23/11/2023,,,,,,,VISTRA,Co-Sec,23/11/2023,,,,,,,,2025-05-06 00:13:51.000 Z
BENN11,Bennet (HK) Limited,HK,Limited Liability Company,Active,Companies Registry,USD,75944673,75944673,HK,23/11/2023,,,,,,,VISTRA,Co-Sec,23/11/2023,,,,,,,,2025-05-06 00:13:51.000 Z
11961965,"BPEA EQT Mid-Market Growth Co-Investment Harp, SCSp",LU,Société en commandite spéciale,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",USD,B282256,20235816254,LU,07/12/2023,,,,,,,VISTRA,Fund Administration,07/12/2023,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11962654,"Nordic Bear Feeder, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,125455,,,,,,,,,,VISTRA,Fund Administration,21/12/2023,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11964785,Pulse Co-investment Investments Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,405930,,,,,,,,,,VISTRA,Fund Administration,04/01/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11964862,HT Global Co-investment 2 Investments Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,405932,,,,,,,,,,VISTRA,Fund Administration,04/01/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11964847,BPN Partnership Fund Investments Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,405933,,,,,,,,,,VISTRA,Fund Administration,04/01/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11964852,Knight Co-investment Investments Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,405937,,,,,,,,,,VISTRA,Fund Administration,04/01/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11964775,BPEA Private Equity Fund VI Investments 1 Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,405939,,,,,,,,,,VISTRA,Fund Administration,04/01/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11964968,BPEA Private Equity Fund VI Investments 2 Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,405941,,,,,,,,,,VISTRA,Fund Administration,04/01/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11964988,BPEA Private Equity Fund VII Investments 2 Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,405943,,,,,,,,,,VISTRA,Fund Administration,04/01/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11964984,BPEA Private Equity Fund VII Investments 1 Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,405944,,,,,,,,,,VISTRA,Fund Administration,04/01/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11964991,Starnmeer Co-investment Investments Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,405945,,,,,,,,,,VISTRA,Fund Administration,04/01/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11967020,"BPEA EQT Mid-Market Growth Co-Investment Indus, SCSp",LU,Société en commandite spéciale,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",USD,B283019,20245800143,LU,10/01/2024,,,,,,,VISTRA,Fund Administration,10/01/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11969593,GILLINGHAM PARENT PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202404514W,202404514W,SG,31/01/2024,,,,,,,VISTRA,Fund Administration,31/01/2024,202404514W,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11969588,GILLINGHAM PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202404525C,202404525C,SG,31/01/2024,,,,,,,VISTRA,Fund Administration,31/01/2024,202404525C,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11970510,ROSALES PARENT PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202405235G,202405235G,SG,06/02/2024,,,,,,,VISTRA,Fund Administration,06/02/2024,202405235G,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11970523,ROSALES PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202405248M,202405248M,SG,06/02/2024,,,,,,,VISTRA,Fund Administration,06/02/2024,202405248M,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11971310,WEALD LIMITED,KY,Exempted Company,Active,Cayman Islands General Registry,USD,407011,,,,,,,,,,VISTRA,Fund Administration,07/02/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11975064,EQT PCA Co-Invest Platform (No.1) SCSp,LU,Société en commandite spéciale,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",USD,B284028,20245802022,LU,14/02/2024,,,,,,,VISTRA,Fund Administration,14/02/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11971222,Krooneend TopCo B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,93001460,866244773,NL,19/02/2024,,,,,,,VISTRA,Fund Administration,19/02/2024,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11972253,DARTFORD PARENT PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202406720H,202406720H,SG,20/02/2024,,,,,,,VISTRA,Fund Administration,20/02/2024,202406720H,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11972247,DARTFORD PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202406726N,202406726N,SG,20/02/2024,,,,,,,VISTRA,Fund Administration,20/02/2024,202406726N,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11970550,Streepkopgans B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,93147783,866293176,NL,01/03/2024,,,,,,,VISTRA,Fund Administration,01/03/2024,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11985425,GILLINGHAM TOPCO PTY LIMITED,AU,Proprietary Limited,Active,Australian Business Register,AUD,676270536,654946039,AU,02/04/2024,,,,,,,Vistra,Fund Administration,02/04/2024,62671720095,AU,,,,,,2025-05-06 00:13:51.000 Z
11985420,GILLINGHAM MIDCO PTY LIMITED,AU,Proprietary Limited,Active,Australian Business Register,AUD,676271284,463413195,AU,02/04/2024,,,,,,,Vistra,Fund Administration,02/04/2024,36671724860,AU,,,,,,2025-05-06 00:13:51.000 Z
11981677,GILLINGHAM HOLDINGS PTY LIMITED,AU,Proprietary Limited,Active,Australian Business Register,AUD,676271695,463316750,AU,02/04/2024,,,,,,,Vistra,Fund Administration,02/04/2024,20671721921,AU,,,,,,2025-05-06 00:13:51.000 Z
11981673,GILLINGHAM GROUP PTY LIMITED,AU,Proprietary Limited,Active,Australian Business Register,AUD,676271882,462208088,AU,02/04/2024,,,,,,,Vistra,Fund Administration,02/04/2024,37671725232,AU,,,,,,2025-05-06 00:13:51.000 Z
11983595,Plano GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,408830,,,,,,,,,,VISTRA,Fund Administration,11/04/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11983612,"Plano Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,126854,,,,,,,,,,VISTRA,Fund Administration,12/04/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11983360,Weigela Mezz GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,408915,,,,,,,,,,VISTRA,Fund Administration,15/04/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11984073,"Weigela Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,126955,,,,,,,,,,VISTRA,Fund Administration,17/04/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11984065,Weigela GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,409035,,,,,,,,,,VISTRA,Fund Administration,17/04/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11982328,"BPEA Private Equity Fund IX, SCSp",LU,Société en commandite spéciale,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",USD,B286316,20245806532,LU,24/04/2024,,,,,,,VISTRA,Fund Administration,24/04/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11991391,Plano Co-investment L.P.,KY,Limited Partnership,Active,Cayman Islands General Registry,USD,3583371,,,,,,,,,,VISTRA,Fund Administration,02/05/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
ZELKOV,Zelkova (HK) Limited,HK,Limited Liability Company,Active,Companies Registry,USD,76554742,76554742,HK,14/05/2024,,,,,,,VISTRA,Co-Sec,14/05/2024,,,,,,,,2025-05-06 00:13:51.000 Z
11989687,"Hera Lead Co-Investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,127402,,,,,,,,,,VISTRA,Fund Administration,21/05/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11989686,Hera GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,410108,,,,,,,,,,VISTRA,Fund Administration,21/05/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11991378,Plano Co-investment II L.P.,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,127456,,,,,,,,,,VISTRA,Fund Administration,23/05/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11990221,Houting Group B.V. ,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,94023611,866608266,NL,31/05/2024,,,,,,,VISTRA,Fund Administration,31/05/2024,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11991555,"Lea Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,127580,,,,,,,,,,VISTRA,Fund Administration,03/06/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11991546,Lea GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,410531,,,,,,,,,,VISTRA,Fund Administration,03/06/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11991571,"Lea, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,127607,,,,,,,,,,VISTRA,Fund Administration,04/06/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11994810,Bloom Co-investment GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,411013,,,,,,,,,,VISTRA,Fund Administration,14/06/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11994811,"Bloom Co-investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,127800,,,,,,,,,,VISTRA,Fund Administration,19/06/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11995613,"BPEA Private Equity Fund IX Lower Collect, SCSp",LU,Société en commandite spéciale,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",USD,B287282,20245808578,LU,24/06/2024,,,,,,,VISTRA,Fund Administration,24/06/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11995600,"BPEA Private Equity Fund IX Upper Collect, SCSp",LU,Société en commandite spéciale,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",USD,B287287,20245808616,LU,24/06/2024,,,,,,,VISTRA,Fund Administration,24/06/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11997362,Zwartbekgrondel B.V,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,94448299,866781353,NL,12/07/2024,,,,,,,VISTRA,Fund Administration,12/07/2024,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11997364,Koningseider B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,94451400,866782667,NL,12/07/2024,,,,,,,VISTRA,Fund Administration,12/07/2024,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11998263,HEDYCHIUM PARENT PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202429096G,202429096G,SG,17/07/2024,,,,,,,VISTRA,Fund Administration,17/07/2024,202429096G,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11998265,HEDYCHIUM PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202429097W,202429097W,SG,17/07/2024,,,,,,,VISTRA,Fund Administration,17/07/2024,202429097W,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
12003803,Plano Management Services Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,412382,,,,,,,,,,VISTRA,Fund Administration,26/07/2024,,,,,,,,2025-05-06 00:13:51.000 Z
11998193,Elrits Investments B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,94574405,866823876,NL,29/07/2024,,,,,,,VISTRA,Fund Administration,26/07/2024,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11998209,Blauwband Investments B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,94574472,866823906,NL,29/07/2024,,,,,,,VISTRA,Fund Administration,26/07/2024,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
12004211,Minerva GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,412454,,,,,,,,,,VISTRA,Fund Administration,29/07/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11998204,Blauwband Group B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,94579539,866825654,NL,29/07/2024,,,,,,,VISTRA,Fund Administration,29/07/2024,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11998185,Elrits Group B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,94579547,866825666,NL,29/07/2024,,,,,,,VISTRA,Fund Administration,29/07/2024,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11998201,Blauwband Holding B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,94583749,866827134,NL,29/07/2024,,,,,,,VISTRA,Fund Administration,29/07/2024,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11998179,Elrits Holding B.V,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,94583811,866827183,NL,29/07/2024,,,,,,,VISTRA,Fund Administration,29/07/2024,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11998175,Bospolder Holdco B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,94591881,866829738,NL,30/07/2024,,,,,,,VISTRA,Fund Administration,30/07/2024,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11998198,Blauwband B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,94592446,866829878,NL,30/07/2024,,,,,,,VISTRA,Fund Administration,30/07/2024,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
12004231,"Menrva Lead Co-investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,128300,,,,,,,,,,VISTRA,Fund Administration,31/07/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
12032000,ROSALES TOPCO PTY LIMITED,AU,Proprietary Limited,Active,Australian Business Register,AUD,679609324,241322995,AU,01/08/2024,,,,,,,Vistra,Fund Administration,01/08/2024,13679609324,AU,,,,,,2025-05-06 00:13:51.000 Z
12005390,"Minerva Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,128308,,,,,,,,,,VISTRA,Fund Administration,01/08/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
12031998,ROSALES MIDCO PTY LIMITED,AU,Proprietary Limited,Active,Australian Business Register,AUD,679620690,654024125,AU,02/08/2024,,,,,,,Vistra,Fund Administration,02/08/2024,20679620690,AU,,,,,,2025-05-06 00:13:51.000 Z
12031996,ROSALES HOLDINGS PTY LIMITED,AU,Proprietary Limited,Active,Australian Business Register,AUD,679622685,653751780,AU,02/08/2024,,,,,,,Vistra,Fund Administration,02/08/2024,94679622685,AU,,,,,,2025-05-06 00:13:51.000 Z
12031995,ROSALES GROUP PTY LIMITED,AU,Proprietary Limited,Active,Australian Business Register,AUD,679627206,653453605,AU,02/08/2024,,,,,,,Vistra,Fund Administration,02/08/2024,28679627206,AU,,,,,,2025-05-06 00:13:51.000 Z
12004205,Paling Pooling C.V.,NL,Commanditaire Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,94798168,866895905,NL,02/08/2024,,,,,,,VISTRA,Fund Administration,02/08/2024,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
12004807,PLENITUDE PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202431639W,202431639W,SG,02/08/2024,,,,,,,VISTRA,Fund Administration,02/08/2024,202431639W,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
12004833,CASTLE VIII AIV LP,SG,Limited Partnership,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,T24LP0113C,T24LP0113C,SG,02/08/2024,,,,,,,VISTRA,Fund Administration,02/08/2024,T24LP0113C,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
12006314,Hedychium Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,412621,,,,,,,,,,VISTRA,Fund Administration,05/08/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
12006313,Hedychium Group Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,412629,,,,,,,,,,VISTRA,Fund Administration,05/08/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
12007515,"Menrva Lead Co-investment II, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,128578,,,,,,,,,,VISTRA,Fund Administration,19/08/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11971428,EQT Exeter Asia Pacific Logistics Value Fund II AIF S.à r.l.,LU,Société à responsabilité limitée,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",USD,B288861,20242444842,LU,21/08/2024,,,,,,,VISTRA,Fund Administration,21/08/2024,,,,,,,,2025-05-06 00:13:51.000 Z
12032232,"Hera Co-Investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,128710,,,,,,,,,,VISTRA,Fund Administration,26/08/2024,,,,,,,,2025-05-06 00:13:51.000 Z
12030799,Menrva Holdings Ltd.,KY,Exempted Company,Active,Cayman Islands General Registry,USD,413294,,,,,,,,,,VISTRA,Fund Administration,26/08/2024,,,,,,,,2025-05-06 00:13:51.000 Z
12031743,"Minerva Management, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,128718,,,,,,,,,,VISTRA,Fund Administration,28/08/2024,,,,,,,,2025-05-06 00:13:51.000 Z
12031691,Minerva Education Ltd.,KY,Exempted Company,Active,Cayman Islands General Registry,USD,413377,,,,,,,,,,VISTRA,Fund Administration,29/08/2024,,,,,,,,2025-05-06 00:13:51.000 Z
HK-430802,Meadowsweet (HK) Limited,HK,Limited Liability Company,Active,Companies Registry,USD,77013486,77013486,HK,02/09/2024,,,,,,,VISTRA,Co-Sec,02/09/2024,,,,,,,,2025-05-06 00:13:51.000 Z
ELMYHK,Elmy (HK) Limited,HK,Limited Liability Company,Active,Companies Registry,USD,77014563,77014563,HK,02/09/2024,,,,,,,VISTRA,Co-Sec,02/09/2024,,,,,,,,2025-05-06 00:13:51.000 Z
12032681,"Menrva Co-investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,128806,,,,,,,,,,VISTRA,Fund Administration,03/09/2024,,,,,,,,2025-05-06 00:13:51.000 Z
12046291,"BPEA EQT Mid-Market Growth Co-Investment Carlton, SCSp",LU,Société en commandite spéciale,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",USD,B289196,20245812796,LU,03/09/2024,,,,,,,VISTRA,Fund Administration,03/09/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
12032677,"Plano Feeder, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,128808,,,,,,,,,,VISTRA,Fund Administration,04/09/2024,,,,,,,,2025-05-06 00:13:51.000 Z
12032683,Home GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,413599,,,,,,,,,,VISTRA,Fund Administration,06/09/2024,,,,,,,,2025-05-06 00:13:51.000 Z
12033791,Home Co-investment L.P.,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,128898,,,,,,,,,,VISTRA,Fund Administration,10/09/2024,,,,,,,,2025-05-06 00:13:51.000 Z
12035365,SERISSA PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202439261C,202439261C,SG,24/09/2024,,,,,,,VISTRA,Fund Administration,24/09/2024,202439621C,SG,,,,,,2025-05-06 00:13:51.000 Z
12035368,IMOLA PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202439275W,202439275W,SG,24/09/2024,,,,,,,VISTRA,Fund Administration,24/09/2024,202439275W,SG,,,,,,2025-05-06 00:13:51.000 Z
12035366,"IMOLA AIV, LP",SG,Limited Partnership,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,T24LP0146F,T24LP0146F,SG,24/09/2024,,,,,,,VISTRA,Fund Administration,24/09/2024,T24LP0146F,SG,,,,,,2025-05-06 00:13:51.000 Z
12046481,"Plano Holdings Feeder, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,129117,,,,,,,,,,VISTRA,Fund Administration,26/09/2024,,,,,,,,2025-05-06 00:13:51.000 Z
12046482,"Hera Feeder, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,129167,,,,,,,,,,VISTRA,Fund Administration,27/09/2024,,,,,,,,2025-05-06 00:13:51.000 Z
11997668,BPEA Private Equity IX S.à r.l. SICAF-RAIF,LU,Société à responsabilité limitée,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",USD,B290308,,,04/10/2024,,,,,,,VISTRA,Fund Administration,04/10/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
12046994,EEAPLV FUND II PTE. LTD.,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202440873N,202440873N,SG,04/10/2024,,,,,,,VISTRA,Fund Administration,04/10/2024,202440873N,SG,,,,,,2025-05-06 00:13:51.000 Z
12047879,"BPEA EQT Mid-Market Growth Co-Investment Imola, SCSp",LU,Société en commandite spéciale,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",USD,B290243,20245815256,LU,14/10/2024,,,,,,,VISTRA,Fund Administration,14/10/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
12048899,Hera Management Services Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,414793,,,,,,,,,,VISTRA,Fund Administration,16/10/2024,,,,,,,,2025-05-06 00:13:51.000 Z
HK-431110,Filaree Parent Holding Limited,HK,Limited Liability Company,Active,Companies Registry,USD,77192800,77192800,HK,17/10/2024,,,,,,,VISTRA,Co-Sec,17/10/2024,,,,,,,,2025-05-06 00:13:51.000 Z
HK-431112,Filaree MidCo Limited,HK,Limited Liability Company,Active,Companies Registry,USD,77201396,77201396,HK,18/10/2024,,,,,,,VISTRA,Co-Sec,18/10/2024,,,,,,,,2025-05-06 00:13:51.000 Z
HK-431113,Filaree HoldCo Limited,HK,Limited Liability Company,Active,Companies Registry,USD,77208461,77208461,HK,21/10/2024,,,,,,,VISTRA,Co-Sec,21/10/2024,,,,,,,,2025-05-06 00:13:51.000 Z
HK-431114,Filaree Group Limited,HK,Limited Liability Company,Active,Companies Registry,USD,77215987,77215987,HK,22/10/2024,,,,,,,VISTRA,Co-Sec,22/10/2024,,,,,,,,2025-05-06 00:13:51.000 Z
12049650,BPEA Private Equity Fund IX (No.2) SCSp,LU,Société en commandite spéciale,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",USD,B290497,20245806532,LU,25/10/2024,,,,,,,VISTRA,Fund Administration,25/10/2024,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
12049339,Kwabaal Pooling C.V,NL,Commanditaire Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,95587012,867193517,NL,06/11/2024,,,,,,,VISTRA,Fund Administration,06/11/2024,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
12055245,Hedychium Co-investment L.P.,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,129870,,,,,,,,,,VISTRA,Fund Administration,19/11/2024,,,,,,,,2025-05-06 00:13:51.000 Z
12108543,"Austin Co-Investment, L.P.3",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,130009,,,,,,,,,,VISTRA,Fund Administration,29/11/2024,,,,,,,,2025-05-06 00:13:51.000 Z
12110861,"Minerva Feeder, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,130157,,,,,,,,,,VISTRA,Fund Administration,13/12/2024,,,,,,,,2025-05-06 00:13:51.000 Z
