ENTITY_BKEY,ENTITY_NAME,ENTITY_COUNTRY,LEGAL_FORM,ENTITY_STATUS,REGISTRATION_AUTHORITY,ENTITY_CURRENCY,TRN,TIN,TAX_RESIDENCE,TIN_REGISTRATION_DATE,TIN_2,TAX_RESIDENCE_2,TIN_REGISTRATION_DATE_2,TIN_3,TAX_RESIDENCE_3,TIN_REGISTRATION_DATE_3,SERVICE_OFFICE,SCOPE_ADMIN_SERVICES,FORMATION_DATE,VAT_GST_CODE,VAT_GST_COUNTRY,VAT_GST_CODE_2,VAT_GST_COUNTRY_2,VAT_GST_CODE_3,VAT_GST_COUNTRY_3,ACCOUNTING_SYSTEM,_MODIFIED
10033622,GLOBAL CITY PROPERTIES LIMITED,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,595997,,,,,,,,,,VISTRA,Fund Administration,10/05/2004,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033444,BPEA Private Equity GP IV Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,192622,,,,,,,,,,VISTRA,Fund Administration,03/08/2007,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033443,"BPEA Private Equity GP IV, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,20907,,,,,,,,,,VISTRA,Fund Administration,03/08/2007,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10037102,"The Baring Asia Private Equity Fund IV, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,20908,,,,,,,,,,VISTRA,Fund Administration,03/08/2007,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11808219,BPEA IV Holding (4) B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,34288251,818763632,NL,04/12/2007,,,,,,,VISTRA,Fund Administration,04/12/2007,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10032986,The Baring Asia Private Equity Fund IV Co-investment L.P.,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,22792,,,,,,,,,,VISTRA,Fund Administration,07/12/2007,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033635,Baring Private Equity Asia IV Holding (4) Limited,VG,Limited by Shares,In liquidation,Registry of Corporate Affairs,USD,1449611,,,,,,,,,,VISTRA,Fund Administration,11/12/2007,,,,,,,,2025-05-06 00:13:51.000 Z
10033793,Wealthee (BVI) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1488559,,,,,,,,,,VISTRA,Fund Administration,25/06/2008,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11811640,Management Participation IV B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,34315512,,,,,,,,,,VISTRA,Fund Administration,24/10/2008,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033669,DELTEC INVESTMENT LIMITED,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1570229,,,,,,,,,,VISTRA,Fund Administration,08/02/2010,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032180,BPEA Private Equity GP V Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,244752,,,,,,,,,,VISTRA,Fund Administration,27/08/2010,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032181,"BPEA Private Equity GP V, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,43027,,,,,,,,,,VISTRA,Fund Administration,27/08/2010,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032183,"BPEA Private Equity Fund V, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,43028,,,,,,,,,,VISTRA,Fund Administration,27/08/2010,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11808343,EduCo International Group B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,50933914,823002391,NL,29/09/2010,,,,,,,VISTRA,Fund Administration,29/09/2010,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10034676,Aegeus Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,378675,,,,,,,,,,VISTRA,Fund Administration,16/12/2010,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032182,BPEA Private Equity Fund V Co-Investment L.P.,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,46107,,,,,,,,,,VISTRA,Fund Administration,21/01/2011,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032203,Campus Holdings Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1671780,,,,,,,,,,VISTRA,Fund Administration,20/09/2011,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032100,"Nord Anglia Education, Inc.",KY,Exempted Company,Active,Cayman Islands General Registry,USD,264950,,,,,,,,,,VISTRA,Fund Administration,14/12/2011,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032187,BPEA V Holding (2) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1685675,,,,,,,,,,VISTRA,Fund Administration,16/12/2011,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032188,BPEA V Holding (4) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1692195,,,,,,,,,,VISTRA,Fund Administration,18/01/2012,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032189,BPEA V Holding (5) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1693939,,,,,,,,,,VISTRA,Fund Administration,02/02/2012,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032190,BPEA V Holding (6) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1697402,,,,,,,,,,VISTRA,Fund Administration,22/02/2012,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032191,Pachytene Holding III Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1702249,,,,,,,,,,VISTRA,Fund Administration,19/03/2012,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032192,BPEA V Holding (9) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1706722,,,,,,,,,,VISTRA,Fund Administration,13/04/2012,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033510,BPE Asia Real Estate GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,268444,,,,,,,,,,VISTRA,Fund Administration,26/04/2012,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032733,"BPE Asia Real Estate Fund, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,60730,,,,,,,,,,VISTRA,Fund Administration,26/04/2012,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033515,"BPE Asia Real Estate GP, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,60731,,,,,,,,,,VISTRA,Fund Administration,26/04/2012,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11808491,BPEA V Holding B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,55278353,851636305,NL,10/05/2012,,,,,,,VISTRA,Fund Administration,10/05/2012,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10032193,KLIC Holdings Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1725197,,,,,,,,,,VISTRA,Fund Administration,23/07/2012,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11876060,Prometric Luxembourg S.à r.l.,LU,Société à responsabilité limitée,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",EUR,B172271,20122441696,LU,17/10/2012,,,,,,,VISTRA,Fund Administration,17/10/2012,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11808629,Shuttle Holding B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),KRW,58043322,852847695,NL,30/05/2013,,,,,,,VISTRA,Fund Administration,30/05/2013,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10032239,HT Global Co-investment L.P.,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,72648,,,,,,,,,,VISTRA,Fund Administration,24/09/2013,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033567,"HT Global Holdings, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,72788,,,,,,,,,,VISTRA,Fund Administration,09/10/2013,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032195,GREENBELT GLOBAL LIMITED,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1802052,,,,,,,,,,VISTRA,Fund Administration,06/12/2013,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032196,BPEA V Holding (16) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1812726,,,,,,,,,,VISTRA,Fund Administration,20/02/2014,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032197,BPEA V Holding (17) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1818011,,,,,,,,,,VISTRA,Fund Administration,28/03/2014,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033569,Sirona Ventures GP Limted,KY,Exempted Company,Active,Cayman Islands General Registry,USD,286969,,,,,,,,,,VISTRA,Fund Administration,09/04/2014,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032248,Sirona Ventures LP,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,74513,,,,,,,,,,VISTRA,Fund Administration,09/04/2014,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032074,BPEA Private Equity GP VI Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,288217,,,,,,,,,,VISTRA,Fund Administration,22/05/2014,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032075,"BPEA Private Equity GP VI, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,74924,,,,,,,,,,VISTRA,Fund Administration,22/05/2014,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032076,"BPEA Private Equity Fund VI, L.P.1",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,74925,,,,,,,,,,VISTRA,Fund Administration,22/05/2014,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11808768,Empresas Alegras Parent B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,60780258,854057080,NL,30/05/2014,,,,,,,VISTRA,Fund Administration,30/05/2014,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11808775,Habsville International Holdings B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,60781084,854057365,NL,30/05/2014,,,,,,,VISTRA,Fund Administration,30/05/2014,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10032198,RENAISSANCE HEALTHCARE HOLDINGS LIMITED,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1826987,,,,,,,,,,VISTRA,Fund Administration,06/06/2014,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032199,BPEA V Holding (18) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1829607,,,,,,,,,,VISTRA,Fund Administration,26/06/2014,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032241,"HT Global Management Holdings, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,75431,,,,,,,,,,VISTRA,Fund Administration,15/07/2014,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032077,"BPEA Private Equity Fund VI, L.P.2",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,77704,,,,,,,,,,VISTRA,Fund Administration,23/09/2014,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10037088,BPEA Private Equity Fund VI Co-investment L.P.,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,80598,,,,,,,,,,VISTRA,Fund Administration,02/01/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032157,SION INVESTMENT HOLDINGS PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201502856Z,201502856Z,SG,29/01/2015,,,,,,,VISTRA,Fund Administration,29/01/2015,201502856Z,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032732,BPE Asia Real Estate Fund Co-investment L.P.,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,81042,,,,,,,,,,VISTRA,Fund Administration,11/02/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032158,BPEA VI HOLDINGS II PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201504865N,201504865N,SG,23/02/2015,,,,,,,VISTRA,Fund Administration,23/02/2015,201504865N,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032159,PAREL HOLDINGS PTE. LIMITED,SG,Private Limited Company,In liquidation,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201504866E,201504866E,SG,23/02/2015,,,,,,,VISTRA,Fund Administration,23/02/2015,201504866E,SG,,,,,,2025-05-06 00:13:51.000 Z
11808900,BPEA VI Holding B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,63097125,855090510,NL,10/04/2015,,,,,,,VISTRA,Fund Administration,10/04/2015,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11808908,Kamerig B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,63097753,855090741,NL,10/04/2015,,,,,,,VISTRA,Fund Administration,10/04/2015,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10032119,BPEA VI Holding (4) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1871960,,,,,,,,,,VISTRA,Fund Administration,29/04/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032120,Slater Parent Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1873507,,,,,,,,,,VISTRA,Fund Administration,11/05/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032121,BPEA VI Holding (7) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1879174,,,,,,,,,,VISTRA,Fund Administration,24/06/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032081,BPEA Private Equity Fund VI Aggregator L.P.,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,82637,,,,,,,,,,VISTRA,Fund Administration,07/07/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032122,BPEA VI Holding (8) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1883908,,,,,,,,,,VISTRA,Fund Administration,22/07/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10035058,AION DIRECT II SINGAPORE PTE. LTD.,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201531820N,201531820N,SG,14/08/2015,,,,,,,VISTRA,Fund Administration,14/08/2015,201531820N,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032082,Vault Co-Investment Vehicle L.P.,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,83068,,,,,,,,,,VISTRA,Fund Administration,20/08/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032160,BPEA VII PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201535559M,201535559M,SG,23/09/2015,,,,,,,VISTRA,Fund Administration,23/09/2015,201535559M,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032516,SLATER PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201535564K,201535564K,SG,23/09/2015,,,,,,,VISTRA,Fund Administration,23/09/2015,201535564K,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032079,"Kowloon Co-Investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,83409,,,,,,,,,,VISTRA,Fund Administration,25/09/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032080,"Kowloon Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,83410,,,,,,,,,,VISTRA,Fund Administration,25/09/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032162,CASMAR HOLDINGS PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201540397H,201540397H,SG,12/11/2015,,,,,,,VISTRA,Fund Administration,12/11/2015,201540397H,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032161,SAI GLOBAL HOLDINGS PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,201540403E,201540403E,SG,12/11/2015,,,,,,,VISTRA,Fund Administration,12/11/2015,201540403E,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032123,BPEA VI Holding (9) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1896721,,,,,,,,,,VISTRA,Fund Administration,18/11/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033667,Malibu Development Holdings Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1898642,,,,,,,,,,VISTRA,Fund Administration,04/12/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032083,"Colourfield Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,84143,,,,,,,,,,VISTRA,Fund Administration,08/12/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032185,"Galaxy Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,84144,,,,,,,,,,VISTRA,Fund Administration,08/12/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032184,Galaxy Aggregator Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,306666,,,,,,,,,,VISTRA,Fund Administration,11/12/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032124,Slater Investment Holdings Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1899615,,,,,,,,,,VISTRA,Fund Administration,15/12/2015,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032084,"Safari Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,84602,,,,,,,,,,VISTRA,Fund Administration,21/01/2016,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11809106,Hulst B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,65446224,856115733,NL,26/02/2016,,,,,,,VISTRA,Fund Administration,26/02/2016,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11809105,Riel B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,65446372,856115782,NL,26/02/2016,,,,,,,VISTRA,Fund Administration,26/02/2016,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11809107,Hedel B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,65462769,856122415,NL,29/02/2016,,,,,,,VISTRA,Fund Administration,29/02/2016,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10032085,"Huntress Co-Investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,85405,,,,,,,,,,VISTRA,Fund Administration,29/03/2016,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032086,"Huntress Partners, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,85411,,,,,,,,,,VISTRA,Fund Administration,29/03/2016,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032125,Elgin Investment Holdings Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1917256,,,,,,,,,,VISTRA,Fund Administration,04/07/2016,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032087,"Elgin Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,86804,,,,,,,,,,VISTRA,Fund Administration,12/08/2016,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032088,"Elgin Co-Investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,86805,,,,,,,,,,VISTRA,Fund Administration,12/08/2016,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032204,SHUTTLE LIMITED,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1924539,,,,,,,,,,VISTRA,Fund Administration,28/09/2016,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032128,Slater Management (BVI) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1925361,,,,,,,,,,VISTRA,Fund Administration,06/10/2016,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032127,Slater Nominee (BVI) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1925367,,,,,,,,,,VISTRA,Fund Administration,06/10/2016,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032089,"Elgin Co-Investment, L.P.2",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,87798,,,,,,,,,,VISTRA,Fund Administration,17/11/2016,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032090,"Touchstone Co-Investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,87813,,,,,,,,,,VISTRA,Fund Administration,18/11/2016,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033668,Mercury Investment Holdings Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1929764,,,,,,,,,,VISTRA,Fund Administration,24/11/2016,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032205,Casting Holdings Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1938206,,,,,,,,,,VISTRA,Fund Administration,01/03/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032091,"Bach Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,89484,,,,,,,,,,VISTRA,Fund Administration,09/03/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032099,Bach Finance Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,320647,,,,,,,,,,VISTRA,Fund Administration,14/03/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032095,Bach Holdings Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,320649,,,,,,,,,,VISTRA,Fund Administration,14/03/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032097,Bach Preference Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,320762,,,,,,,,,,VISTRA,Fund Administration,17/03/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032098,Bach Holdings 2 Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,320764,,,,,,,,,,VISTRA,Fund Administration,17/03/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11811291,Fugue Finance B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,68321368,857391227,NL,17/03/2017,,,,,,,VISTRA,Fund Administration,17/03/2017,NL857391227B01,NL,,,,,Millogic,2025-05-06 00:13:51.000 Z
10032096,Nord Anglia Education Management Ltd.,KY,Exempted Company,Active,Cayman Islands General Registry,USD,320825,,,,,,,,,,VISTRA,Fund Administration,21/03/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032102,Bach Special Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,321892,,,,,,,,,,VISTRA,Fund Administration,24/04/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032092,Bach Co-investment L.P.1,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,90902,,,,,,,,,,VISTRA,Fund Administration,09/06/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11949877,Bach Co-investment L.P.2,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,90903,,,,,,,,,,VISTRA,Fund Administration,09/06/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032094,Bach Lead Co-investment L.P.,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,90911,,,,,,,,,,VISTRA,Fund Administration,09/06/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032104,Bach GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,324017,,,,,,,,,,VISTRA,Fund Administration,22/06/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032106,Bach Feeder VI Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,324018,,,,,,,,,,VISTRA,Fund Administration,22/06/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033519,BPEA Real Estate GP II Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,325315,,,,,,,,,,VISTRA,Fund Administration,26/07/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10033520,"BPEA Real Estate GP II, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,91746,,,,,,,,,,VISTRA,Fund Administration,02/08/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032785,"BPEA Real Estate Fund II, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,91792,,,,,,,,,,VISTRA,Fund Administration,07/08/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032133,BPEA VI Holding (11) Limited,VG,Limited by Shares,Active,Registry of Corporate Affairs,USD,1960241,,,,,,,,,,VISTRA,Fund Administration,07/11/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032111,Williams Holdings Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,328968,,,,,,,,,,VISTRA,Fund Administration,08/11/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10032112,Williams Bidco Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,328969,,,,,,,,,,VISTRA,Fund Administration,08/11/2017,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
